user_genome	Domain	Phylum	Class	Order	Family	Genus	Species
A.5.C.60-8K-bin.16	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
A.5.C.60-8K-bin.15	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.5.C.60-8K-bin.14	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.5.C.60-8K-bin.13	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.5.C.60-8K-bin.12	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
A.5.C.60-8K-bin.11	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.5.C.60-8K-bin.10	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.5.C.60-8K-bin.1	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.V.60-MM-bin.9	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.V.60-MM-bin.8	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-MM-bin.7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter_A	Rhodobacter_A sphaeroides
A.4.V.60-MM-bin.6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-MM-bin.5	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.V.60-MM-bin.4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.4.V.60-MM-bin.3	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-MM-bin.2	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-MM-bin.10	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-MM-bin.1	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
A.4.V.60-DT-bin.9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter_A	Rhodobacter_A sphaeroides
A.4.V.60-DT-bin.8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.V.60-DT-bin.7	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-DT-bin.6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.V.60-DT-bin.5	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-DT-bin.4	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
A.4.V.60-DT-bin.3	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.V.60-DT-bin.2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.4.V.60-DT-bin.18	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.V.60-DT-bin.17	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.V.60-DT-bin.16	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-DT-bin.15	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.V.60-DT-bin.13	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
A.4.V.60-DT-bin.12	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-DT-bin.11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter indicus
A.4.V.60-DT-bin.1	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-8K-bin.9	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-8K-bin.8	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-8K-bin.7	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-8K-bin.6	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-8K-bin.5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-8K-bin.4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.V.60-8K-bin.30	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.V.60-8K-bin.3	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-8K-bin.29	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.V.60-8K-bin.28	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.V.60-8K-bin.27	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-8K-bin.26	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-8K-bin.25	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-8K-bin.24	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-8K-bin.23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-8K-bin.22	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-8K-bin.21	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.V.60-8K-bin.20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.4.V.60-8K-bin.2	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.V.60-8K-bin.19	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-8K-bin.18	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
A.4.V.60-8K-bin.17	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.V.60-8K-bin.16	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-8K-bin.15	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.V.60-8K-bin.14	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-8K-bin.13	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.V.60-8K-bin.12	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.V.60-8K-bin.11	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.V.60-8K-bin.10	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.V.60-8K-bin.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-MM-bin.8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.N.60-MM-bin.7	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.N.60-MM-bin.6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter indicus
A.4.N.60-MM-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-MM-bin.4	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium piperi
A.4.N.60-MM-bin.3	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
A.4.N.60-MM-bin.2	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-MM-bin.18	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizogenes
A.4.N.60-MM-bin.17	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-MM-bin.16	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-MM-bin.15	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica
A.4.N.60-MM-bin.14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii_A
A.4.N.60-MM-bin.13	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.N.60-MM-bin.12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-MM-bin.11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-MM-bin.10	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-DT-bin.9	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-DT-bin.8	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-DT-bin.7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium fredii_A
A.4.N.60-DT-bin.6	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.N.60-DT-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter	Celeribacter indicus
A.4.N.60-DT-bin.3	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-DT-bin.24	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizogenes
A.4.N.60-DT-bin.23	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.N.60-DT-bin.22	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus aetherivorans
A.4.N.60-DT-bin.21	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.N.60-DT-bin.20	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconacetobacter	Gluconacetobacter diazotrophicus
A.4.N.60-DT-bin.19	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-DT-bin.18	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.N.60-DT-bin.17	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-DT-bin.16	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-DT-bin.15	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.N.60-DT-bin.14	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.N.60-DT-bin.12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-DT-bin.11	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
A.4.N.60-DT-bin.10	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
A.4.N.60-DT-bin.1	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica
A.4.N.60-8K-bin.9	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-8K-bin.8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-8K-bin.7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.N.60-8K-bin.6	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-8K-bin.56	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-8K-bin.55	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-8K-bin.54	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.N.60-8K-bin.53	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus aetherivorans
A.4.N.60-8K-bin.52	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
A.4.N.60-8K-bin.51	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus aetherivorans
A.4.N.60-8K-bin.50	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-8K-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-8K-bin.49	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.N.60-8K-bin.48	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-8K-bin.47	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-8K-bin.46	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus aetherivorans
A.4.N.60-8K-bin.45	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.N.60-8K-bin.44	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
A.4.N.60-8K-bin.43	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
A.4.N.60-8K-bin.42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-8K-bin.41	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus aetherivorans
A.4.N.60-8K-bin.40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-8K-bin.4	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-8K-bin.39	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.N.60-8K-bin.38	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.N.60-8K-bin.37	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
A.4.N.60-8K-bin.36	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.N.60-8K-bin.35	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-8K-bin.34	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-8K-bin.33	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-8K-bin.32	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.N.60-8K-bin.31	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
A.4.N.60-8K-bin.30	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-8K-bin.3	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-8K-bin.29	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.N.60-8K-bin.28	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Halogeometricum	Halogeometricum borinquense
A.4.N.60-8K-bin.27	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter aceti_B
A.4.N.60-8K-bin.26	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-8K-bin.25	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.N.60-8K-bin.24	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
A.4.N.60-8K-bin.23	Archaea	Halobacterota	Halobacteria	Halobacteriales	Haloferacaceae	Haloferax	Haloferax volcanii
A.4.N.60-8K-bin.22	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.N.60-8K-bin.21	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.N.60-8K-bin.20	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-8K-bin.2	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter	Acetobacter persici
A.4.N.60-8K-bin.19	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-8K-bin.18	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.N.60-8K-bin.17	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-8K-bin.16	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.N.60-8K-bin.15	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.N.60-8K-bin.14	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Bordetella	Bordetella pertussis
A.4.N.60-8K-bin.13	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.N.60-8K-bin.12	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.N.60-8K-bin.11	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
A.4.N.60-8K-bin.10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.N.60-8K-bin.1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.C.60-MM-bin.9	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.C.60-MM-bin.8	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter_A	Rhodobacter_A sphaeroides
A.4.C.60-MM-bin.7	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.C.60-MM-bin.6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.C.60-MM-bin.3	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium rhizogenes
A.4.C.60-MM-bin.2	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
A.4.C.60-MM-bin.14	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.C.60-MM-bin.13	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.C.60-MM-bin.12	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.C.60-MM-bin.11	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.C.60-MM-bin.1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.4.C.60-DT-bin.9	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Vibrio	Vibrio cholerae
A.4.C.60-DT-bin.7	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Geobacillus	Geobacillus thermocatenulatus
A.4.C.60-DT-bin.6	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus_C	Archaeoglobus_C veneficus
A.4.C.60-DT-bin.5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Celeribacter_A	Celeribacter_A marinus
A.4.C.60-DT-bin.3	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii
A.4.C.60-DT-bin.2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Antarctobacter	Antarctobacter heliothermus_B
A.4.C.60-DT-bin.19	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium luteolum
A.4.C.60-DT-bin.18	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Hydrogenobacter	Hydrogenobacter thermophilus
A.4.C.60-DT-bin.17	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
A.4.C.60-DT-bin.16	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis albus
A.4.C.60-DT-bin.15	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium limicola
A.4.C.60-DT-bin.14	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Brucella	Brucella melitensis
A.4.C.60-DT-bin.13	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus fulgidus
A.4.C.60-DT-bin.12	Archaea	Halobacterota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Ferroglobus	Ferroglobus placidus
A.4.C.60-DT-bin.11	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter_A	Rhodobacter_A sphaeroides
A.4.C.60-DT-bin.10	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus gonensis
