Bin.Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
B.5.C.60-DT-bin.22	B	5	C	60	DT	f__Bifidobacteriaceae (UID1458)	99.24	3.1	13.33
B.5.C.60-DT-bin.23	B	5	C	60	DT	k__Archaea (UID2)	71.66	28.06	9.7
B.5.C.60-DT-bin.24	B	5	C	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.5.C.60-DT-bin.25	B	5	C	60	DT	o__Campylobacterales (UID3068)	98.17	1.83	0
B.5.C.60-DT-bin.3	B	5	C	60	DT	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.5.C.60-DT-bin.4	B	5	C	60	DT	o__Flavobacteriales (UID2815)	100	0	0
B.5.C.60-DT-bin.5	B	5	C	60	DT	f__Bacillaceae (UID829)	97.92	2.13	0
B.5.C.60-DT-bin.6	B	5	C	60	DT	f__Bifidobacteriaceae (UID1458)	99.09	2.39	27.27
B.5.C.60-DT-bin.7	B	5	C	60	DT	o__Sphingomonadales (UID3310)	98.75	3	5.26
B.5.C.60-DT-bin.8	B	5	C	60	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.5.C.60-DT-bin.9	B	5	C	60	DT	o__Sphingomonadales (UID3310)	99.19	7.32	0
B.5.C.60-MM-bin.1	B	5	C	60	MM	f__Rhodobacteraceae (UID3356)	99.09	0.61	0
B.5.C.60-MM-bin.10	B	5	C	60	MM	o__Campylobacterales (UID3068)	97.64	17.99	8.24
B.5.C.60-MM-bin.11	B	5	C	60	MM	c__Betaproteobacteria (UID3959)	98.98	1.61	16.67
B.5.C.60-MM-bin.12	B	5	C	60	MM	g__Bacillus (UID864)	94.58	0.07	50
B.5.C.60-MM-bin.13	B	5	C	60	MM	f__Rhodobacteraceae (UID3340)	98.33	0.08	0
B.5.C.60-MM-bin.14	B	5	C	60	MM	o__Flavobacteriales (UID2815)	96.5	46.71	15.67
B.5.C.60-MM-bin.15	B	5	C	60	MM	f__Rhodobacteraceae (UID3356)	97.87	0.4	33.33
B.5.C.60-MM-bin.16	B	5	C	60	MM	o__Rhizobiales (UID3481)	98.04	0.57	20
B.5.C.60-MM-bin.17	B	5	C	60	MM	f__Vibrionaceae (UID4868)	95.84	0.87	0
B.5.C.60-MM-bin.2	B	5	C	60	MM	o__Campylobacterales (UID3068)	91.67	0.94	0
B.5.C.60-MM-bin.3	B	5	C	60	MM	o__Burkholderiales (UID4000)	96.99	0.62	50
B.5.C.60-MM-bin.4	B	5	C	60	MM	o__Sphingomonadales (UID3310)	86	7.89	24.32
B.5.C.60-MM-bin.5	B	5	C	60	MM	o__Burkholderiales (UID4000)	96.86	0	0
B.5.C.60-MM-bin.6	B	5	C	60	MM	o__Sphingomonadales (UID3310)	85.84	6.72	19.44
B.5.C.60-MM-bin.7	B	5	C	60	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.C.60-MM-bin.8	B	5	C	60	MM	f__Micrococcaceae (UID1623)	97.86	0.73	0
B.5.C.60-MM-bin.9	B	5	C	60	MM	f__Bacillaceae (UID829)	94.13	1.65	16.67
B.5.N.60-8K-bin.1	B	5	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-8K-bin.10	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.5.N.60-8K-bin.11	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.5.N.60-8K-bin.12	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.12	0	0
B.5.N.60-8K-bin.13	B	5	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.5.N.60-8K-bin.14	B	5	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.N.60-8K-bin.15	B	5	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-8K-bin.16	B	5	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.N.60-8K-bin.17	B	5	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.5.N.60-8K-bin.18	B	5	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.5.N.60-8K-bin.19	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.5.N.60-8K-bin.2	B	5	N	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.N.60-8K-bin.20	B	5	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.N.60-8K-bin.21	B	5	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.N.60-8K-bin.22	B	5	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.N.60-8K-bin.23	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.12	0	0
B.5.N.60-8K-bin.24	B	5	N	60	8K	o__Sphingomonadales (UID3310)	99.19	0.34	0
B.5.N.60-8K-bin.25	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.98	25
B.5.N.60-8K-bin.26	B	5	N	60	8K	f__Vibrionaceae (UID4868)	99.38	0.64	0
B.5.N.60-8K-bin.27	B	5	N	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.N.60-8K-bin.28	B	5	N	60	8K	f__Micrococcaceae (UID1623)	97.4	1.15	33.33
B.5.N.60-8K-bin.29	B	5	N	60	8K	o__Sphingomonadales (UID3310)	98.11	0.02	0
B.5.N.60-8K-bin.3	B	5	N	60	8K	f__Micrococcaceae (UID1631)	99.12	1.52	25
B.5.N.60-8K-bin.30	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.12	0	0
B.5.N.60-8K-bin.31	B	5	N	60	8K	f__Micrococcaceae (UID1623)	97.4	1.15	33.33
B.5.N.60-8K-bin.32	B	5	N	60	8K	o__Sphingomonadales (UID3310)	98.11	0.02	0
B.5.N.60-8K-bin.33	B	5	N	60	8K	f__Enterobacteriaceae (UID5054)	94.47	0.75	0
B.5.N.60-8K-bin.34	B	5	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.N.60-8K-bin.35	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	97.43	0.14	0
B.5.N.60-8K-bin.36	B	5	N	60	8K	o__Sphingomonadales (UID3310)	98.11	0.02	0
B.5.N.60-8K-bin.37	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.98	25
B.5.N.60-8K-bin.38	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.5.N.60-8K-bin.39	B	5	N	60	8K	o__Sphingomonadales (UID3310)	98.11	0.02	0
B.5.N.60-8K-bin.4	B	5	N	60	8K	f__Halobacteriaceae (UID85)	92.73	0	0
B.5.N.60-8K-bin.40	B	5	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-8K-bin.41	B	5	N	60	8K	f__Vibrionaceae (UID4868)	99.66	0.64	0
B.5.N.60-8K-bin.42	B	5	N	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-8K-bin.43	B	5	N	60	8K	f__Vibrionaceae (UID4868)	99.66	0.64	0
B.5.N.60-8K-bin.44	B	5	N	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.N.60-8K-bin.45	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.98	25
B.5.N.60-8K-bin.46	B	5	N	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.N.60-8K-bin.47	B	5	N	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.N.60-8K-bin.48	B	5	N	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.N.60-8K-bin.49	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	97.43	0.14	0
B.5.N.60-8K-bin.5	B	5	N	60	8K	f__Micrococcaceae (UID1623)	97.4	1.15	33.33
B.5.N.60-8K-bin.50	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	92.12	0	0
B.5.N.60-8K-bin.51	B	5	N	60	8K	f__Bifidobacteriaceae (UID1458)	100	0.98	25
B.5.N.60-8K-bin.52	B	5	N	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.5.N.60-8K-bin.53	B	5	N	60	8K	f__Micrococcaceae (UID1623)	97.4	1.15	33.33
B.5.N.60-8K-bin.6	B	5	N	60	8K	f__Micrococcaceae (UID1631)	99.12	1.52	25
B.5.N.60-8K-bin.7	B	5	N	60	8K	f__Vibrionaceae (UID4868)	99.66	0.64	0
B.5.N.60-8K-bin.8	B	5	N	60	8K	f__Micrococcaceae (UID1631)	99.12	1.52	25
B.5.N.60-8K-bin.9	B	5	N	60	8K	f__Micrococcaceae (UID1631)	99.12	1.52	25
B.5.N.60-DT-bin.1	B	5	N	60	DT	k__Bacteria (UID203)	98.28	11.44	82.14
B.5.N.60-DT-bin.10	B	5	N	60	DT	c__Thermoprotei (UID148)	99.37	0	0
B.5.N.60-DT-bin.11	B	5	N	60	DT	f__Halobacteriaceae (UID85)	99.53	1.46	58.33
B.5.N.60-DT-bin.12	B	5	N	60	DT	f__Bifidobacteriaceae (UID1458)	100	0.98	25
B.5.N.60-DT-bin.13	B	5	N	60	DT	o__Campylobacterales (UID3068)	95.88	2.18	0
B.5.N.60-DT-bin.14	B	5	N	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.5.N.60-DT-bin.15	B	5	N	60	DT	f__Vibrionaceae (UID4868)	99.66	0.64	0
B.5.N.60-DT-bin.16	B	5	N	60	DT	f__Enterobacteriaceae (UID5054)	94.1	0.75	0
B.5.N.60-DT-bin.17	B	5	N	60	DT	f__Rhodobacteraceae (UID3356)	99.39	0.71	0
B.5.N.60-DT-bin.18	B	5	N	60	DT	f__Micrococcaceae (UID1631)	99.12	1.52	25
B.5.N.60-DT-bin.19	B	5	N	60	DT	o__Burkholderiales (UID4000)	95.53	3.27	8.33
B.5.N.60-DT-bin.2	B	5	N	60	DT	f__Bifidobacteriaceae (UID1458)	99.24	0	0
B.5.N.60-DT-bin.20	B	5	N	60	DT	o__Campylobacterales (UID3068)	94.58	0.82	0
B.5.N.60-DT-bin.21	B	5	N	60	DT	k__Archaea (UID2)	67.53	15.46	0
B.5.N.60-DT-bin.22	B	5	N	60	DT	o__Sphingomonadales (UID3310)	99.19	1.77	0
B.5.N.60-DT-bin.23	B	5	N	60	DT	f__Micrococcaceae (UID1623)	97.4	1.15	33.33
B.5.N.60-DT-bin.24	B	5	N	60	DT	f__Bacillaceae (UID829)	98.66	2.13	0
B.5.N.60-DT-bin.25	B	5	N	60	DT	f__Halobacteriaceae (UID85)	98.65	3.79	0
B.5.N.60-DT-bin.3	B	5	N	60	DT	f__Halobacteriaceae (UID85)	94.69	0	0
B.5.N.60-DT-bin.4	B	5	N	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-DT-bin.5	B	5	N	60	DT	o__Rhizobiales (UID3481)	99.44	1.24	0
B.5.N.60-DT-bin.6	B	5	N	60	DT	f__Rhodobacteraceae (UID3356)	97.43	0.3	0
B.5.N.60-DT-bin.7	B	5	N	60	DT	k__Bacteria (UID203)	60.03	28.31	1.25
B.5.N.60-DT-bin.8	B	5	N	60	DT	o__Sphingomonadales (UID3310)	98.09	0.02	0
B.5.N.60-DT-bin.9	B	5	N	60	DT	o__Actinomycetales (UID1590)	95	0.29	0
B.5.N.60-MM-bin.1	B	5	N	60	MM	o__Sphingomonadales (UID3310)	99.48	0.09	0
B.5.N.60-MM-bin.10	B	5	N	60	MM	o__Actinomycetales (UID1590)	95	0	0
B.5.N.60-MM-bin.11	B	5	N	60	MM	f__Vibrionaceae (UID4868)	96.95	0.87	0
B.5.N.60-MM-bin.12	B	5	N	60	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.5.N.60-MM-bin.13	B	5	N	60	MM	f__Bacillaceae (UID829)	88.66	1.58	0
B.5.N.60-MM-bin.14	B	5	N	60	MM	f__Enterobacteriaceae (UID5054)	94.18	1.35	0
B.5.N.60-MM-bin.15	B	5	N	60	MM	o__Sphingomonadales (UID3310)	99.19	0.34	0
B.5.N.60-MM-bin.16	B	5	N	60	MM	o__Rhizobiales (UID3481)	97.1	0.57	0
B.5.N.60-MM-bin.2	B	5	N	60	MM	f__Bacillaceae (UID829)	88.24	1.64	0
B.5.N.60-MM-bin.3	B	5	N	60	MM	f__Bifidobacteriaceae (UID1458)	99.24	0	0
B.5.N.60-MM-bin.4	B	5	N	60	MM	f__Bifidobacteriaceae (UID1458)	100	0.98	0
B.5.N.60-MM-bin.5	B	5	N	60	MM	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.N.60-MM-bin.6	B	5	N	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.65	0
B.5.N.60-MM-bin.7	B	5	N	60	MM	o__Campylobacterales (UID3068)	87.57	1.12	0
B.5.N.60-MM-bin.8	B	5	N	60	MM	o__Campylobacterales (UID3068)	85.42	0.47	0
B.5.N.60-MM-bin.9	B	5	N	60	MM	f__Micrococcaceae (UID1623)	96.94	0.84	33.33
B.5.V.60-8K-bin.1	B	5	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.V.60-8K-bin.10	B	5	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.V.60-8K-bin.11	B	5	V	60	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.5.V.60-8K-bin.12	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.13	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.14	B	5	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.V.60-8K-bin.15	B	5	V	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.5.V.60-8K-bin.16	B	5	V	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.5.V.60-8K-bin.17	B	5	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.V.60-8K-bin.18	B	5	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.V.60-8K-bin.19	B	5	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.V.60-8K-bin.2	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.20	B	5	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.V.60-8K-bin.21	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.22	B	5	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.V.60-8K-bin.23	B	5	V	60	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.5.V.60-8K-bin.24	B	5	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.V.60-8K-bin.25	B	5	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.V.60-8K-bin.26	B	5	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.V.60-8K-bin.27	B	5	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.V.60-8K-bin.28	B	5	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.5.V.60-8K-bin.29	B	5	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.V.60-8K-bin.3	B	5	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.V.60-8K-bin.30	B	5	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.V.60-8K-bin.31	B	5	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.V.60-8K-bin.32	B	5	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.V.60-8K-bin.33	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.34	B	5	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.V.60-8K-bin.35	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.36	B	5	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.5.V.60-8K-bin.37	B	5	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.5.V.60-8K-bin.38	B	5	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.V.60-8K-bin.39	B	5	V	60	8K	o__Flavobacteriales (UID2815)	98.53	0	0
B.5.V.60-8K-bin.4	B	5	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.V.60-8K-bin.40	B	5	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.V.60-8K-bin.41	B	5	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.5.V.60-8K-bin.42	B	5	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.V.60-8K-bin.43	B	5	V	60	8K	f__Vibrionaceae (UID4868)	94.77	0.64	0
B.5.V.60-8K-bin.44	B	5	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.V.60-8K-bin.45	B	5	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.V.60-8K-bin.46	B	5	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.5.V.60-8K-bin.47	B	5	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.5.V.60-8K-bin.48	B	5	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.5.V.60-8K-bin.49	B	5	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.V.60-8K-bin.5	B	5	V	60	8K	f__Rhodobacteraceae (UID3340)	95.76	0	0
B.5.V.60-8K-bin.6	B	5	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.5.V.60-8K-bin.7	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.8	B	5	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-8K-bin.9	B	5	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.5.V.60-DT-bin.1	B	5	V	60	DT	f__Rhodobacteraceae (UID3340)	99.7	0.08	0
B.5.V.60-DT-bin.10	B	5	V	60	DT	o__Sphingomonadales (UID3310)	46.44	3.57	5.56
B.5.V.60-DT-bin.11	B	5	V	60	DT	f__Bifidobacteriaceae (UID1458)	94.55	4.39	21.05
B.5.V.60-DT-bin.12	B	5	V	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.5.V.60-DT-bin.13	B	5	V	60	DT	f__Bifidobacteriaceae (UID1462)	91.24	0.09	0
B.5.V.60-DT-bin.14	B	5	V	60	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.5.V.60-DT-bin.15	B	5	V	60	DT	k__Bacteria (UID203)	60.03	28.16	2.6
B.5.V.60-DT-bin.16	B	5	V	60	DT	f__Vibrionaceae (UID4868)	91.78	0.59	0
B.5.V.60-DT-bin.17	B	5	V	60	DT	c__Thermoprotei (UID148)	100	1.27	0
B.5.V.60-DT-bin.18	B	5	V	60	DT	f__Bifidobacteriaceae (UID1458)	23.7	0.45	0
B.5.V.60-DT-bin.19	B	5	V	60	DT	o__Actinomycetales (UID1590)	95	5	0
B.5.V.60-DT-bin.2	B	5	V	60	DT	f__Halobacteriaceae (UID85)	98.65	8.62	11.36
B.5.V.60-DT-bin.20	B	5	V	60	DT	f__Bacillaceae (UID829)	98.28	2.13	0
B.5.V.60-DT-bin.21	B	5	V	60	DT	o__Actinomycetales (UID1812)	97.58	0.84	20
B.5.V.60-DT-bin.22	B	5	V	60	DT	k__Bacteria (UID203)	99.37	53.92	23.26
B.5.V.60-DT-bin.23	B	5	V	60	DT	k__Archaea (UID2)	70.72	28.85	7.87
B.5.V.60-DT-bin.24	B	5	V	60	DT	o__Actinomycetales (UID1812)	99.67	0.79	0
B.5.V.60-DT-bin.25	B	5	V	60	DT	f__Halobacteriaceae (UID85)	97.01	0	0
B.5.V.60-DT-bin.26	B	5	V	60	DT	f__Rhodobacteraceae (UID3356)	97.43	0.14	0
B.5.V.60-DT-bin.3	B	5	V	60	DT	o__Flavobacteriales (UID2815)	100	0	0
B.5.V.60-DT-bin.4	B	5	V	60	DT	o__Campylobacterales (UID3068)	95.63	0.12	0
B.5.V.60-DT-bin.5	B	5	V	60	DT	o__Rhizobiales (UID3481)	97.03	2.86	0
B.5.V.60-DT-bin.6	B	5	V	60	DT	f__Micrococcaceae (UID1623)	98.32	1.61	16.67
B.5.V.60-DT-bin.7	B	5	V	60	DT	f__Bifidobacteriaceae (UID1458)	77.58	2.42	33.33
B.5.V.60-DT-bin.8	B	5	V	60	DT	o__Campylobacterales (UID3068)	98.88	1.65	16.67
B.5.V.60-DT-bin.9	B	5	V	60	DT	c__Thermoprotei (UID148)	99.37	0	0
B.5.V.60-MM-bin.1	B	5	V	60	MM	f__Bifidobacteriaceae (UID1462)	98.92	3.56	31.58
B.5.V.60-MM-bin.10	B	5	V	60	MM	f__Vibrionaceae (UID4868)	96.67	0.87	0
B.5.V.60-MM-bin.11	B	5	V	60	MM	f__Micrococcaceae (UID1623)	98.32	0.69	0
B.5.V.60-MM-bin.12	B	5	V	60	MM	f__Rhodobacteraceae (UID3340)	98.79	0.91	0
B.5.V.60-MM-bin.13	B	5	V	60	MM	f__Rhodobacteraceae (UID3356)	93.22	0.75	0
B.5.V.60-MM-bin.14	B	5	V	60	MM	f__Bacillaceae (UID829)	83.22	1.03	0
B.5.V.60-MM-bin.15	B	5	V	60	MM	o__Sphingomonadales (UID3310)	87.36	8.59	17.78
B.5.V.60-MM-bin.16	B	5	V	60	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.5.V.60-MM-bin.17	B	5	V	60	MM	f__Bifidobacteriaceae (UID1458)	98.33	0.58	0
B.5.V.60-MM-bin.2	B	5	V	60	MM	o__Sphingomonadales (UID3310)	90.61	9.46	22.92
B.5.V.60-MM-bin.3	B	5	V	60	MM	o__Campylobacterales (UID3068)	96.94	8.78	8.82
B.5.V.60-MM-bin.4	B	5	V	60	MM	o__Actinomycetales (UID1812)	99.23	0.79	0
B.5.V.60-MM-bin.5	B	5	V	60	MM	o__Burkholderiales (UID4000)	96.55	5.73	33.33
B.5.V.60-MM-bin.6	B	5	V	60	MM	g__Bacillus (UID864)	98.22	0.06	0
B.5.V.60-MM-bin.7	B	5	V	60	MM	o__Flavobacteriales (UID2815)	98.04	0.02	100
B.5.V.60-MM-bin.8	B	5	V	60	MM	o__Rhizobiales (UID3481)	96.83	0.52	25
B.5.V.60-MM-bin.9	B	5	V	60	MM	o__Campylobacterales (UID3068)	92.41	0.29	50
