Bin.Id	Community	Abundance_distribution	Taxonomic_distribution	Depth	Pipeline	Marker lineage	Completeness	Contamination	Strain heterogeneity
B.3.R.30-MM-bin.21	B	3	R	30	MM	o__Campylobacterales (UID3068)	99.41	2.54	0
B.3.R.30-MM-bin.22	B	3	R	30	MM	f__Vibrionaceae (UID4868)	96.95	0.87	0
B.3.R.30-MM-bin.23	B	3	R	30	MM	f__Enterobacteriaceae (UID5054)	92.33	0.93	28.57
B.3.R.30-MM-bin.24	B	3	R	30	MM	f__Rhodobacteraceae (UID3340)	97.2	3.89	3.03
B.3.R.30-MM-bin.25	B	3	R	30	MM	f__Micrococcaceae (UID1631)	98.32	0.19	100
B.3.R.30-MM-bin.3	B	3	R	30	MM	f__Micrococcaceae (UID1623)	80.83	10.03	19.57
B.3.R.30-MM-bin.4	B	3	R	30	MM	c__Betaproteobacteria (UID3959)	98.98	0.77	50
B.3.R.30-MM-bin.5	B	3	R	30	MM	f__Rhodobacteraceae (UID3356)	97.87	0.65	0
B.3.R.30-MM-bin.6	B	3	R	30	MM	f__Rhodobacteraceae (UID3356)	97.56	1.22	0
B.3.R.30-MM-bin.7	B	3	R	30	MM	f__Rhodobacteraceae (UID3356)	98.65	0.42	0
B.3.R.30-MM-bin.8	B	3	R	30	MM	o__Campylobacterales (UID3068)	96.94	6.11	2.78
B.3.R.30-MM-bin.9	B	3	R	30	MM	c__Thermoprotei (UID148)	28.62	1.95	25
B.3.R.60-8K-bin.1	B	3	R	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.60-8K-bin.10	B	3	R	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.60-8K-bin.11	B	3	R	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.60-8K-bin.12	B	3	R	60	8K	o__Sphingomonadales (UID3310)	96.73	0.04	50
B.3.R.60-8K-bin.13	B	3	R	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.R.60-8K-bin.14	B	3	R	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.60-8K-bin.15	B	3	R	60	8K	f__Bifidobacteriaceae (UID1458)	89.12	0	0
B.3.R.60-8K-bin.16	B	3	R	60	8K	o__Flavobacteriales (UID2815)	97.55	0	0
B.3.R.60-8K-bin.17	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.18	B	3	R	60	8K	f__Micrococcaceae (UID1631)	99.12	0.29	0
B.3.R.60-8K-bin.19	B	3	R	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.60-8K-bin.2	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.20	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.21	B	3	R	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.60-8K-bin.22	B	3	R	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.60-8K-bin.23	B	3	R	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.60-8K-bin.24	B	3	R	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.60-8K-bin.25	B	3	R	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.60-8K-bin.26	B	3	R	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.60-8K-bin.27	B	3	R	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.60-8K-bin.28	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.29	B	3	R	60	8K	f__Bifidobacteriaceae (UID1458)	89.12	0	0
B.3.R.60-8K-bin.3	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.30	B	3	R	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.60-8K-bin.31	B	3	R	60	8K	f__Bifidobacteriaceae (UID1458)	89.12	0	0
B.3.R.60-8K-bin.32	B	3	R	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.60-8K-bin.33	B	3	R	60	8K	f__Vibrionaceae (UID4868)	91.78	0.59	0
B.3.R.60-8K-bin.34	B	3	R	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.60-8K-bin.35	B	3	R	60	8K	f__Bacillaceae (UID829)	96.64	1.03	0
B.3.R.60-8K-bin.36	B	3	R	60	8K	o__Sphingomonadales (UID3310)	96.73	0.04	50
B.3.R.60-8K-bin.37	B	3	R	60	8K	f__Bifidobacteriaceae (UID1458)	89	0	0
B.3.R.60-8K-bin.38	B	3	R	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.60-8K-bin.39	B	3	R	60	8K	o__Flavobacteriales (UID2815)	97.55	0	0
B.3.R.60-8K-bin.4	B	3	R	60	8K	f__Micrococcaceae (UID1631)	99.12	0.29	0
B.3.R.60-8K-bin.40	B	3	R	60	8K	f__Micrococcaceae (UID1631)	99.12	0.29	0
B.3.R.60-8K-bin.41	B	3	R	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.R.60-8K-bin.42	B	3	R	60	8K	f__Vibrionaceae (UID4868)	91.78	0.59	0
B.3.R.60-8K-bin.43	B	3	R	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.R.60-8K-bin.44	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.45	B	3	R	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.60-8K-bin.46	B	3	R	60	8K	o__Sphingomonadales (UID3310)	96.73	0.04	50
B.3.R.60-8K-bin.47	B	3	R	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.60-8K-bin.48	B	3	R	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.60-8K-bin.49	B	3	R	60	8K	f__Vibrionaceae (UID4868)	91.78	0.65	12.5
B.3.R.60-8K-bin.5	B	3	R	60	8K	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.60-8K-bin.50	B	3	R	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.R.60-8K-bin.51	B	3	R	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.60-8K-bin.52	B	3	R	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.60-8K-bin.53	B	3	R	60	8K	f__Halobacteriaceae (UID85)	71.93	0	0
B.3.R.60-8K-bin.54	B	3	R	60	8K	o__Flavobacteriales (UID2815)	97.55	0	0
B.3.R.60-8K-bin.55	B	3	R	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.60-8K-bin.56	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.57	B	3	R	60	8K	f__Vibrionaceae (UID4868)	91.51	0.59	0
B.3.R.60-8K-bin.58	B	3	R	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.60-8K-bin.6	B	3	R	60	8K	o__Sphingomonadales (UID3310)	96.73	0.04	50
B.3.R.60-8K-bin.7	B	3	R	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-8K-bin.8	B	3	R	60	8K	f__Micrococcaceae (UID1631)	99.12	0.29	0
B.3.R.60-8K-bin.9	B	3	R	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.R.60-DT-bin.1	B	3	R	60	DT	o__Actinomycetales (UID1812)	99.67	1.29	0
B.3.R.60-DT-bin.10	B	3	R	60	DT	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.R.60-DT-bin.11	B	3	R	60	DT	f__Halobacteriaceae (UID85)	98.25	0.87	0
B.3.R.60-DT-bin.12	B	3	R	60	DT	c__Thermoprotei (UID148)	99.37	0	0
B.3.R.60-DT-bin.13	B	3	R	60	DT	k__Bacteria (UID203)	100	8.78	10
B.3.R.60-DT-bin.14	B	3	R	60	DT	f__Rhodobacteraceae (UID3340)	95.3	0.15	100
B.3.R.60-DT-bin.15	B	3	R	60	DT	o__Flavobacteriales (UID2815)	95.25	1.76	50
B.3.R.60-DT-bin.16	B	3	R	60	DT	f__Micrococcaceae (UID1623)	98.32	1.15	33.33
B.3.R.60-DT-bin.17	B	3	R	60	DT	f__Vibrionaceae (UID4868)	91.51	0.59	0
B.3.R.60-DT-bin.18	B	3	R	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.3.R.60-DT-bin.19	B	3	R	60	DT	o__Campylobacterales (UID3068)	98.7	1.83	14.29
B.3.R.60-DT-bin.2	B	3	R	60	DT	o__Sphingomonadales (UID3310)	99.46	0.51	20
B.3.R.60-DT-bin.20	B	3	R	60	DT	f__Rhodobacteraceae (UID3356)	97.52	0.35	0
B.3.R.60-DT-bin.21	B	3	R	60	DT	c__Thermoprotei (UID148)	98.73	0	0
B.3.R.60-DT-bin.22	B	3	R	60	DT	f__Bacillaceae (UID829)	98.28	2.13	0
B.3.R.60-DT-bin.23	B	3	R	60	DT	o__Actinomycetales (UID1812)	98.9	1.14	0
B.3.R.60-DT-bin.24	B	3	R	60	DT	o__Sphingomonadales (UID3310)	99.14	1.19	17.65
B.3.R.60-DT-bin.25	B	3	R	60	DT	o__Flavobacteriales (UID2815)	97.55	0	0
B.3.R.60-DT-bin.26	B	3	R	60	DT	g__Bacillus (UID864)	99.59	1.97	9.09
B.3.R.60-DT-bin.27	B	3	R	60	DT	o__Actinomycetales (UID1590)	95	2.06	0
B.3.R.60-DT-bin.28	B	3	R	60	DT	o__Campylobacterales (UID3068)	95.46	0.12	0
B.3.R.60-DT-bin.29	B	3	R	60	DT	k__Archaea (UID2)	70.64	22.09	5.88
B.3.R.60-DT-bin.3	B	3	R	60	DT	f__Bifidobacteriaceae (UID1458)	99.24	0.45	0
B.3.R.60-DT-bin.30	B	3	R	60	DT	f__Micrococcaceae (UID1631)	99.12	0.29	0
B.3.R.60-DT-bin.4	B	3	R	60	DT	k__Bacteria (UID203)	97.93	13.4	72
B.3.R.60-DT-bin.5	B	3	R	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.R.60-DT-bin.6	B	3	R	60	DT	f__Halobacteriaceae (UID85)	99.93	0.58	0
B.3.R.60-DT-bin.7	B	3	R	60	DT	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.3.R.60-DT-bin.8	B	3	R	60	DT	k__Bacteria (UID203)	60.03	28.16	2.6
B.3.R.60-DT-bin.9	B	3	R	60	DT	f__Halobacteriaceae (UID85)	99.53	0	0
B.3.R.60-MM-bin.1	B	3	R	60	MM	f__Micrococcaceae (UID1623)	98.32	0.88	50
B.3.R.60-MM-bin.10	B	3	R	60	MM	o__Actinomycetales (UID1812)	99.23	0.99	22.22
B.3.R.60-MM-bin.11	B	3	R	60	MM	f__Vibrionaceae (UID4868)	96.95	1.01	0
B.3.R.60-MM-bin.12	B	3	R	60	MM	o__Burkholderiales (UID4000)	97.67	4.36	9.52
B.3.R.60-MM-bin.13	B	3	R	60	MM	f__Bifidobacteriaceae (UID1458)	98.18	3.52	36.84
B.3.R.60-MM-bin.14	B	3	R	60	MM	o__Actinomycetales (UID1590)	95	0	0
B.3.R.60-MM-bin.15	B	3	R	60	MM	o__Rhizobiales (UID3481)	94.79	0.68	40
B.3.R.60-MM-bin.16	B	3	R	60	MM	o__Flavobacteriales (UID2815)	98.04	0	0
B.3.R.60-MM-bin.17	B	3	R	60	MM	o__Campylobacterales (UID3068)	96.23	1.47	0
B.3.R.60-MM-bin.2	B	3	R	60	MM	o__Sphingomonadales (UID3310)	97.43	0.34	0
B.3.R.60-MM-bin.3	B	3	R	60	MM	g__Bacillus (UID864)	91.29	0.06	33.33
B.3.R.60-MM-bin.4	B	3	R	60	MM	f__Rhodobacteraceae (UID3340)	96.26	2.12	40
B.3.R.60-MM-bin.5	B	3	R	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.3.R.60-MM-bin.6	B	3	R	60	MM	o__Campylobacterales (UID3068)	88.97	1.19	16.67
B.3.R.60-MM-bin.7	B	3	R	60	MM	o__Sphingomonadales (UID3310)	99.48	0.09	0
B.3.R.60-MM-bin.8	B	3	R	60	MM	f__Bifidobacteriaceae (UID1458)	77.84	9.91	2.63
B.3.R.60-MM-bin.9	B	3	R	60	MM	o__Sphingomonadales (UID3310)	94.09	6.67	28.57
B.3.V.60-8K-bin.1	B	3	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.V.60-8K-bin.10	B	3	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-8K-bin.11	B	3	V	60	8K	f__Rhodobacteraceae (UID3340)	71.82	0	0
B.3.V.60-8K-bin.12	B	3	V	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.V.60-8K-bin.13	B	3	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.V.60-8K-bin.14	B	3	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.V.60-8K-bin.15	B	3	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.V.60-8K-bin.16	B	3	V	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.V.60-8K-bin.17	B	3	V	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.V.60-8K-bin.18	B	3	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.V.60-8K-bin.19	B	3	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.V.60-8K-bin.2	B	3	V	60	8K	c__Thermoprotei (UID148)	94.3	0	0
B.3.V.60-8K-bin.20	B	3	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.V.60-8K-bin.21	B	3	V	60	8K	c__Thermoprotei (UID148)	94.3	0	0
B.3.V.60-8K-bin.22	B	3	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.V.60-8K-bin.23	B	3	V	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.V.60-8K-bin.24	B	3	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-8K-bin.25	B	3	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.V.60-8K-bin.26	B	3	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.V.60-8K-bin.27	B	3	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.V.60-8K-bin.28	B	3	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.V.60-8K-bin.29	B	3	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-8K-bin.3	B	3	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.V.60-8K-bin.30	B	3	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.V.60-8K-bin.31	B	3	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.V.60-8K-bin.32	B	3	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.3.V.60-8K-bin.33	B	3	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.V.60-8K-bin.34	B	3	V	60	8K	c__Thermoprotei (UID148)	94.3	0	0
B.3.V.60-8K-bin.35	B	3	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.V.60-8K-bin.36	B	3	V	60	8K	c__Thermoprotei (UID148)	94.3	0	0
B.3.V.60-8K-bin.37	B	3	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.V.60-8K-bin.38	B	3	V	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.3.V.60-8K-bin.39	B	3	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.V.60-8K-bin.4	B	3	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.3.V.60-8K-bin.40	B	3	V	60	8K	o__Flavobacteriales (UID2815)	100	0	0
B.3.V.60-8K-bin.41	B	3	V	60	8K	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.V.60-8K-bin.42	B	3	V	60	8K	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.V.60-8K-bin.43	B	3	V	60	8K	f__Vibrionaceae (UID4868)	94.77	0.64	0
B.3.V.60-8K-bin.44	B	3	V	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-8K-bin.45	B	3	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.V.60-8K-bin.46	B	3	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.V.60-8K-bin.47	B	3	V	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.3.V.60-8K-bin.48	B	3	V	60	8K	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.V.60-8K-bin.49	B	3	V	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.3.V.60-8K-bin.5	B	3	V	60	8K	f__Bifidobacteriaceae (UID1458)	88.94	0	0
B.3.V.60-8K-bin.6	B	3	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.3.V.60-8K-bin.7	B	3	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.V.60-8K-bin.8	B	3	V	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.3.V.60-8K-bin.9	B	3	V	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.3.V.60-DT-bin.1	B	3	V	60	DT	o__Actinomycetales (UID1590)	95	2.6	0
B.3.V.60-DT-bin.10	B	3	V	60	DT	c__Thermoprotei (UID148)	99.37	0.63	0
B.3.V.60-DT-bin.11	B	3	V	60	DT	f__Halobacteriaceae (UID85)	98.65	3.39	5.26
B.3.V.60-DT-bin.12	B	3	V	60	DT	k__Archaea (UID2)	69.4	17.25	3.12
B.3.V.60-DT-bin.13	B	3	V	60	DT	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.3.V.60-DT-bin.14	B	3	V	60	DT	o__Sphingomonadales (UID3310)	98.68	1.6	37.5
B.3.V.60-DT-bin.15	B	3	V	60	DT	f__Bifidobacteriaceae (UID1462)	91.71	3.86	23.53
B.3.V.60-DT-bin.16	B	3	V	60	DT	k__Bacteria (UID203)	60.03	28.16	2.6
B.3.V.60-DT-bin.17	B	3	V	60	DT	f__Bifidobacteriaceae (UID1458)	98.79	0	0
B.3.V.60-DT-bin.18	B	3	V	60	DT	o__Rhizobiales (UID3481)	95.94	3.41	0
B.3.V.60-DT-bin.19	B	3	V	60	DT	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.3.V.60-DT-bin.2	B	3	V	60	DT	f__Bacillaceae (UID829)	97.93	3.36	0
B.3.V.60-DT-bin.20	B	3	V	60	DT	f__Halobacteriaceae (UID85)	97.01	0	0
B.3.V.60-DT-bin.21	B	3	V	60	DT	c__Thermoprotei (UID148)	99.37	0	0
B.3.V.60-DT-bin.22	B	3	V	60	DT	o__Actinomycetales (UID1812)	99.67	3.45	2.94
B.3.V.60-DT-bin.23	B	3	V	60	DT	f__Rhodobacteraceae (UID3340)	99.7	0.08	0
B.3.V.60-DT-bin.24	B	3	V	60	DT	o__Campylobacterales (UID3068)	95.28	0.12	0
B.3.V.60-DT-bin.25	B	3	V	60	DT	o__Flavobacteriales (UID2815)	100	0	0
B.3.V.60-DT-bin.3	B	3	V	60	DT	o__Campylobacterales (UID3068)	99.06	1.3	16.67
B.3.V.60-DT-bin.4	B	3	V	60	DT	f__Vibrionaceae (UID4868)	95.04	0.64	0
B.3.V.60-DT-bin.5	B	3	V	60	DT	c__Thermoprotei (UID148)	100	0.63	0
B.3.V.60-DT-bin.6	B	3	V	60	DT	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-DT-bin.7	B	3	V	60	DT	o__Sphingomonadales (UID3310)	96.65	1.93	12.5
B.3.V.60-DT-bin.8	B	3	V	60	DT	o__Campylobacterales (UID3068)	99.41	0.42	0
B.3.V.60-DT-bin.9	B	3	V	60	DT	f__Bifidobacteriaceae (UID1458)	93.64	1.21	0
B.3.V.60-MM-bin.1	B	3	V	60	MM	f__Rhodobacteraceae (UID3356)	97.87	0.35	0
B.3.V.60-MM-bin.10	B	3	V	60	MM	f__Rhodobacteraceae (UID3340)	98.18	0.38	50
B.3.V.60-MM-bin.11	B	3	V	60	MM	o__Sphingomonadales (UID3310)	93.72	6.64	18.18
B.3.V.60-MM-bin.12	B	3	V	60	MM	f__Rhodobacteraceae (UID3356)	99.39	0.61	0
B.3.V.60-MM-bin.13	B	3	V	60	MM	o__Campylobacterales (UID3068)	92.55	9.46	7.69
B.3.V.60-MM-bin.14	B	3	V	60	MM	g__Bacillus (UID864)	98.57	0.02	0
B.3.V.60-MM-bin.15	B	3	V	60	MM	f__Vibrionaceae (UID4868)	96.67	0.87	0
B.3.V.60-MM-bin.16	B	3	V	60	MM	o__Sphingomonadales (UID3310)	75.27	8.41	13.04
B.3.V.60-MM-bin.17	B	3	V	60	MM	o__Actinomycetales (UID1812)	98.9	0.55	0
B.3.V.60-MM-bin.18	B	3	V	60	MM	o__Campylobacterales (UID3068)	86.51	1.18	0
B.3.V.60-MM-bin.19	B	3	V	60	MM	f__Bifidobacteriaceae (UID1462)	98.16	4.64	54.84
B.3.V.60-MM-bin.2	B	3	V	60	MM	f__Bacillaceae (UID829)	94.67	2.13	0
B.3.V.60-MM-bin.20	B	3	V	60	MM	o__Rhizobiales (UID3481)	98.04	0.44	0
B.3.V.60-MM-bin.21	B	3	V	60	MM	o__Actinomycetales (UID1590)	95	0	0
B.3.V.60-MM-bin.22	B	3	V	60	MM	f__Micrococcaceae (UID1623)	98.32	1.72	40
B.3.V.60-MM-bin.23	B	3	V	60	MM	f__Bifidobacteriaceae (UID1458)	95	2.2	40
B.3.V.60-MM-bin.24	B	3	V	60	MM	o__Actinomycetales (UID1812)	99.67	0.79	0
B.3.V.60-MM-bin.25	B	3	V	60	MM	o__Campylobacterales (UID3068)	99.06	0.42	0
B.3.V.60-MM-bin.26	B	3	V	60	MM	g__Bacillus (UID864)	99.38	2.63	33.33
B.3.V.60-MM-bin.3	B	3	V	60	MM	o__Burkholderiales (UID4000)	94.83	10.37	7.89
B.3.V.60-MM-bin.4	B	3	V	60	MM	root (UID1)	0	0	0
B.3.V.60-MM-bin.5	B	3	V	60	MM	f__Rhodobacteraceae (UID3356)	98.65	0.35	0
B.3.V.60-MM-bin.6	B	3	V	60	MM	root (UID1)	0	0	0
B.3.V.60-MM-bin.7	B	3	V	60	MM	c__Betaproteobacteria (UID3959)	96.94	0.06	100
B.3.V.60-MM-bin.8	B	3	V	60	MM	f__Bifidobacteriaceae (UID1458)	98.79	0.06	0
B.3.V.60-MM-bin.9	B	3	V	60	MM	o__Flavobacteriales (UID2815)	97.79	0.02	100
B.4.C.60-8K-bin.1	B	4	C	60	8K	o__Campylobacterales (UID3068)	97.42	1.54	33.33
B.4.C.60-8K-bin.10	B	4	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.C.60-8K-bin.11	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.12	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.13	B	4	C	60	8K	o__Flavobacteriales (UID2815)	99.02	0.02	100
B.4.C.60-8K-bin.14	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.15	B	4	C	60	8K	f__Rhodobacteraceae (UID3340)	93.18	0	0
B.4.C.60-8K-bin.16	B	4	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.C.60-8K-bin.17	B	4	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.C.60-8K-bin.18	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.19	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.2	B	4	C	60	8K	f__Rhodobacteraceae (UID3340)	93.18	0	0
B.4.C.60-8K-bin.20	B	4	C	60	8K	f__Vibrionaceae (UID4868)	99.38	0.64	0
B.4.C.60-8K-bin.21	B	4	C	60	8K	o__Actinomycetales (UID1812)	99.23	0.79	0
B.4.C.60-8K-bin.22	B	4	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.4.C.60-8K-bin.23	B	4	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.C.60-8K-bin.24	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.25	B	4	C	60	8K	f__Vibrionaceae (UID4868)	82.68	0.56	0
B.4.C.60-8K-bin.26	B	4	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.C.60-8K-bin.27	B	4	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.C.60-8K-bin.28	B	4	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.C.60-8K-bin.29	B	4	C	60	8K	o__Campylobacterales (UID3068)	97.42	1.54	33.33
B.4.C.60-8K-bin.3	B	4	C	60	8K	o__Actinomycetales (UID1812)	99.23	0.79	0
B.4.C.60-8K-bin.30	B	4	C	60	8K	o__Rhizobiales (UID3481)	98.64	0.44	0
B.4.C.60-8K-bin.31	B	4	C	60	8K	o__Campylobacterales (UID3068)	97.42	1.54	33.33
B.4.C.60-8K-bin.32	B	4	C	60	8K	f__Rhodobacteraceae (UID3340)	95.61	0	0
B.4.C.60-8K-bin.33	B	4	C	60	8K	f__Rhodobacteraceae (UID3356)	93.68	0.04	0
B.4.C.60-8K-bin.34	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.35	B	4	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.C.60-8K-bin.36	B	4	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.4.C.60-8K-bin.37	B	4	C	60	8K	o__Campylobacterales (UID3068)	97.42	1.54	33.33
B.4.C.60-8K-bin.38	B	4	C	60	8K	f__Micrococcaceae (UID1623)	98.32	1.19	50
B.4.C.60-8K-bin.39	B	4	C	60	8K	f__Rhodobacteraceae (UID3356)	96.11	0.04	0
B.4.C.60-8K-bin.4	B	4	C	60	8K	o__Flavobacteriales (UID2815)	99.02	0.02	100
B.4.C.60-8K-bin.40	B	4	C	60	8K	c__Thermoprotei (UID148)	99.37	0	0
B.4.C.60-8K-bin.41	B	4	C	60	8K	o__Flavobacteriales (UID2815)	99.02	0.02	100
B.4.C.60-8K-bin.42	B	4	C	60	8K	o__Actinomycetales (UID1812)	99.23	0.79	0
B.4.C.60-8K-bin.43	B	4	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.C.60-8K-bin.44	B	4	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.C.60-8K-bin.45	B	4	C	60	8K	c__Thermoprotei (UID148)	100	0.63	0
B.4.C.60-8K-bin.46	B	4	C	60	8K	o__Actinomycetales (UID1812)	98.9	0.55	0
B.4.C.60-8K-bin.47	B	4	C	60	8K	o__Flavobacteriales (UID2815)	99.02	0.02	100
B.4.C.60-8K-bin.48	B	4	C	60	8K	f__Vibrionaceae (UID4868)	82.4	0.56	0
B.4.C.60-8K-bin.5	B	4	C	60	8K	o__Actinomycetales (UID1812)	99.23	0.79	0
